taxonomy	Kingdom	Phylum	Class	Order	Family	Genus
ASV_5755	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium
ASV_5756	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_5757	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5758	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_5759	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_576	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5760	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
ASV_5761	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_5762	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_5763	Bacteria	NA	NA	NA	NA	NA
ASV_5764	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_5765	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_5766	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5767	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuricella
ASV_5768	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_5769	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_577	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5770	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_5771	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_5772	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5773	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_5774	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5775	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15A-MN91	NA
ASV_5776	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina
ASV_5777	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_5778	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	UA-50	NA
ASV_5779	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_578	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	NA	NA
ASV_5780	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5781	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_5782	Bacteria	NA	NA	NA	NA	NA
ASV_5783	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_5784	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea
ASV_5785	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_5786	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_5787	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terracoccus
ASV_5788	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_5789	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina
ASV_579	Bacteria	NA	NA	NA	NA	NA
ASV_5790	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_5791	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_5792	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5793	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria
ASV_5794	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA
ASV_5795	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_5796	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_5797	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
ASV_5798	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_5799	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_58	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_580	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_5800	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_5801	Bacteria	NA	NA	NA	NA	NA
ASV_5802	Bacteria	Actinobacteriota	Thermoleophilia	NA	NA	NA
ASV_5803	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_5804	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
ASV_5805	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_5806	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_5807	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
ASV_5808	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_5809	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_581	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_5810	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
ASV_5811	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Humibacillus
ASV_5812	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_5813	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_5814	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Z4MB62	NA
ASV_5815	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5816	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_5817	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	NA
ASV_5818	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	NA	NA
ASV_5819	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_582	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
ASV_5820	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_5821	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
ASV_5822	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Polycladomyces
ASV_5823	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_5824	Bacteria	WS4	NA	NA	NA	NA
ASV_5825	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	UA-50	NA
ASV_5826	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_5827	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_5828	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_5829	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_583	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA
ASV_5830	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5831	Bacteria	NA	NA	NA	NA	NA
ASV_5832	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_5833	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hylemonella
ASV_5834	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_5835	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Homoserinimonas
ASV_5836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5837	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina
ASV_5838	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_5839	Bacteria	WS4	NA	NA	NA	NA
ASV_584	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5840	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	NA
ASV_5841	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_5842	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_5843	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_5844	Bacteria	NA	NA	NA	NA	NA
ASV_5845	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5846	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_5847	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_5848	Bacteria	Actinobacteriota	Actinobacteria	FFCH16263	NA	NA
ASV_5849	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_585	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_5850	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5851	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5852	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
ASV_5853	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5854	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_5855	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_5856	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila
ASV_5857	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_5858	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_5859	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA
ASV_586	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	NA	NA
ASV_5860	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_5861	Bacteria	Chloroflexi	Chloroflexia	Elev-1554	NA	NA
ASV_5862	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema CCAP 1459-11B
ASV_5863	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_5864	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_5865	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella
ASV_5866	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea
ASV_5867	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula
ASV_5868	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_5869	Bacteria	NA	NA	NA	NA	NA
ASV_587	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_5870	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_5871	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Candidatus Nitrotoga
ASV_5872	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_5873	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_5874	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_5875	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_5876	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_5877	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_5878	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_5879	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_588	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_5880	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_5881	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_5882	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_5883	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_5884	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_5885	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_5886	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5887	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_5888	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_5889	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter
ASV_589	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Sediminihabitans
ASV_5890	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_5891	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_5892	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5893	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_5894	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_5895	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_5896	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
ASV_5897	Bacteria	NA	NA	NA	NA	NA
ASV_5898	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
ASV_5899	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_59	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_590	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_5900	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_5901	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA
ASV_5902	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA
ASV_5903	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_5904	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter
ASV_5905	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_5906	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5907	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5908	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	NA
ASV_5909	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea
ASV_591	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5910	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV_5911	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5912	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5913	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria
ASV_5914	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5915	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5916	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573	NA	NA
ASV_5917	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_5918	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5919	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_592	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_5920	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5921	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter
ASV_5922	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Acaricomes
ASV_5923	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_5924	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_5925	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_5926	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_5927	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_5928	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	NA
ASV_5929	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_593	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5930	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_5931	Bacteria	Actinobacteriota	Actinobacteria	FFCH16263	NA	NA
ASV_5932	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_5933	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter
ASV_5934	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
ASV_5935	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_5936	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
ASV_5937	Bacteria	NA	NA	NA	NA	NA
ASV_5938	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa
ASV_5939	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_594	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_5940	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_5941	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_5942	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_5943	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_5944	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
ASV_5945	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_5946	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5947	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terracoccus
ASV_5948	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium
ASV_5949	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_595	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_5950	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5951	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_5952	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_5953	Bacteria	Actinobacteriota	NA	NA	NA	NA
ASV_5954	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_5955	Bacteria	NA	NA	NA	NA	NA
ASV_5956	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_5957	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5958	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_5959	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_596	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5960	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5961	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
ASV_5962	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Fodinibacter
ASV_5963	Bacteria	Acidobacteriota	Subgroup 25	NA	NA	NA
ASV_5964	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_5965	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_5966	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Acaricomes
ASV_5967	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
ASV_5968	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_5969	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_597	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_5970	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5971	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_5972	Bacteria	NA	NA	NA	NA	NA
ASV_5973	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_5974	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
ASV_5975	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_5976	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Falsarthrobacter
ASV_5977	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_5978	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_5979	Bacteria	NA	NA	NA	NA	NA
ASV_598	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5980	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Acaricomes
ASV_5981	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5982	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_5983	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_5984	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_5985	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_5986	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5987	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5988	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_5989	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_599	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
ASV_5990	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
ASV_5991	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_5992	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5993	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_5994	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_5995	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_5996	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5997	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_5998	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
ASV_5999	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_6	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_60	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_600	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_6000	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_6001	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_6002	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
ASV_6003	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6004	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6005	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6006	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_6007	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_6008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_6009	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_601	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_6010	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	NA
ASV_6011	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6012	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
